OBJECTID,HWMID,HWM_TYPE,WTSHUNIT,WTSHNAME,UNIT_NO,CHAN_NAME,ROAD_NAME,STAGEGAGE,BM_NO,BM_DESC,BM_ELEV,ADJUST,SE10YR,SE50YR,SE100YR,SE500YR,LEGACY,FLD_DATE,CHK_DATE,BM_COND,HWM_ELEV,DISCLAIM,HWM_LOC,HWM_DESC,HWM_CONF,COMMENT,TEAM_MEM,PARTY_CHIEF,SRVY_CO,SRVY_DATE,POINT_X,POINT_Y,STATUS,SENSOR_PEAK_ELEV,TOP_PIPE_ELEV,HWI_ELEV,FINAL_HWM,GlobalID,CreationDate,Creator,EditDate,Editor,Water_Level_Change,HWM_VERIF,BMELEV_HISTORICAL,CSG_ELEVATION
288,C-0005,BRIDGE,C,SIMS BAYOU,C100-00-00,SIMS BAYOU,MYKAWA,,030050,"Floodplain Reference Mark Number 030050 is a
Brass Disk stamped C100 BM07 Reset 2001 on bridge at
Mykawa Road and Sims Bayou located on upstream,
west sidewalk, at stream centerline
in the Sims Watershed near stream C100-00-00
ELEV. 38.761 Feet NAVD 1988, 2001 Adjusted.",38.76,-1.2,24.8,28.9,30.9,35.4,0,2017-08-27,2017-08-31 18:55,Missing benchmark - see photo,30.94,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Debris line on grass slope,Medium,"Benchmark missing, elevations to be taken at a later date. Marked HWM with lath and field paint. Some erosion and undercutting in southeast side - see photo. ","T. Hayes, S. Benigno, J. Rosa ",T. Hayes,HCFCD,2017-08-31 18:56,-95.31493048,29.65494457,Complete,,,,,{D449A74D-4619-464A-918A-FFC598256597},2017-08-30 15:15,HCFCDGISADMIN,2017-09-11 13:35,William_Bierman,7.82,,38.76,
289,C-0006,BRIDGE,C,SIMS BAYOU,C100-00-00,SIMS BAYOU,MARTIN LUTHER KING,360,030060,"Floodplain Reference Mark Number 030060 is a
Brass Disk stamped C100 BM08 on bridge at
Martin Luther King Boulevard (N-bound) and Sims Bayou
located on downstream, E. sidewalk, at centerline of bayou
in the Sims Watershed near stream C100-00-00
ELEV. 36.152 Feet NAVD 1988, 2001 Adjusted.",40.53,-1.2,27.4,31.3,33.1,37.5,0,2017-08-27,2017-08-31 18:12,Good,33.6,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Debris line on south side of grass lined slope ,Low,"Verified Max: 33.65; Two debris lines located on grass side slope. Upper HWM: 33.60, Lower HWM: 27.13. Lower debris line more consistent. Upper elevation value more consistent with previous HWMs. Photos depict both debris line locations. There is not a HWI pipe at this site.","T. Hayes, S. Benigno, J. Rosa",T. Hayes,HCFCD,2017-08-31 18:13,-95.33701088,29.64510342,Complete,,,,,{E88111EB-082F-4A3C-81A7-839F8156B538},2017-08-30 15:15,HCFCDGISADMIN,2017-09-08 14:42,Ronald_Havran,6.93,,40.53,0
290,C-0007,BRIDGE,C,SIMS BAYOU,C100-00-00,SIMS BAYOU,CULLEN BLVD,,030065,"Floodplain Reference Mark Number 030065 is a
Brass Disk stamped C100 F11 Reset 2001 on bridge at
Cullen Blvd and Sims Bayou located on dwonstream, east
concrete walk, at stream centerline
in the Sims Watershed near stream C100-00-00
ELEV. 43.431 Feet NAVD 1988, 2001 Adjusted.",43.43,-1.2,34.2,37,38.4,40.4,0,2017-08-27,2017-08-31 17:52,Good,35.97,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Consistent debris line on north side,High,None,"T. Hayes, S. Benigno, J. Rosa",T. Hayes,HCFCD,2017-08-31 17:53,-95.35622267,29.64838703,Complete,,,,,{19AC212F-804A-4F45-A4B3-9AC8E4F5810B},2017-08-30 15:15,HCFCDGISADMIN,2017-08-31 17:59,Stephen.Benigno_HCFCD,7.46,,43.43,
291,C-0008,BRIDGE,C,SIMS BAYOU,C100-00-00,SIMS BAYOU,AIRPORT BLVD,,030070,"Floodplain Reference Mark Number 030070 is a
Brass Disk stamped 030070 on bridge at
Airport Boulevard (W-bound) and Sims Bayou located on concrete walk
downstream, N. side of w-bound bridge, on northeast corner of bridge
in the Sims Watershed near stream C100-00-00
ELEV. 43.586 Feet NAVD 1988, 2001 Adjusted.",43.59,-1.2,36.5,39.3,40.4,42.5,0,2017-08-27,2017-08-31 15:25,Good,36.05,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Debris line,High,None,"T. Hayes, S. Benigno, J. Rosa",T. Hayes,HCFCD,2017-08-31 15:26,-95.36708794,29.6452427,Complete,,,,,{07F0A217-A622-4618-8E04-116EFC5D6049},2017-08-30 15:15,HCFCDGISADMIN,2017-08-31 17:43,Stephen.Benigno_HCFCD,7.54,,43.59,
292,C-0009,BRIDGE,C,SIMS BAYOU,C100-00-00,SIMS BAYOU,SH 288,370,030080,"Floodplain Reference Mark Number 030080 is a
Brass Disk stamped 5533 on wingwall at
Highway 288 (S-bound) and Sims Bayou located on upstream,
east wing wall, on southeast corner
in the Sims Watershed near stream C100-00-00
ELEV. 51.134 Feet NAVD 1988, 2001 Adjusted.",51.13,-1.7,42,44.9,46.1,48,0,2017-08-27,2017-09-11 20:24,Missing - using BM 30081 downstream instead ,38.05,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Seed line underneath 288 bridge and slope debris line ,High,(Verified Gage Max EL. 32.68) Benchmark 30080 missing. Using benchmark 30081 to verify HWM. HWM elevation is lower than the next downstream HWM location at Airport Blvd. Re-visited Hwy 288 and shot HWM elevation on a slope debris line with similar results. No mark found on HWI stick in pipe.,"J. Justice, J. Lindner",T. Hayes,HCFCD,2017-09-11 20:24,-95.38701075,29.63205254,Complete,,,,,{FD55DDED-6F3C-4C4E-9136-D896FD255422},2017-08-30 15:15,HCFCDGISADMIN,2017-09-11 20:24,jeremy.justice9,13.08,,51.13,0
293,C-0010,BRIDGE,C,SIMS BAYOU,C100-00-00,SIMS BAYOU,ALMEDA RD,,030095,"Floodplain Reference Mark Number 030095 RESET is a Brass Disk stamped 030095 RESET 2012 located in the top of the bridge wall at the southeast corner of the bridge at Almeda Road (FM 521) and Sims Bayou in the Sims Watershed near stream C100-00-00 ELEV. 53.66 Feet NAVD 1988, 2001 Adjusted.",53.66,-1.7,47.8,49.5,50.3,52.3,0,2017-08-27,2017-08-30 19:41,good,43.14,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,debris line on channel,Medium,windy conditions,"t. hayes, b. Edmondson, s. benigno",t. hayes,HCFCD,2017-08-30 19:42,-95.41744462,29.61900782,Complete,,,,,{F3574742-B67F-49F1-B1F5-D40B8115A104},2017-08-30 15:15,HCFCDGISADMIN,2017-08-30 20:00,Brian_Edmondson,10.52,,53.73,
294,C-0011,BRIDGE,C,SIMS BAYOU,C100-00-00,SIMS BAYOU,BUFFALO SPDWY,,030105,"Floodplain Reference Mark Number 030105 RESET is a Brass Disk stamped 030105 RESET 2012 located at the south end of the east (downstream) sidewalk of the bridge for the northbound lanes of  Buffalo Speedway crossing Sims Bayou in the Sims Watershed near stream C100-00-00 ELEV. 52.02 Feet NAVD 1988, 2001 Adjusted.",52.02,-1.7,49.2,51.4,52.5,53.8,0,2017-08-27,2017-08-30 19:09,good,44.64,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,debris on channel,High,,"t. hayes, b. Edmondson, s. benigno",t. hayes,HCFCD,2017-08-30 19:19,-95.43074654,29.61908028,Complete,,,,,{F7B95FC1-E7FF-4138-8678-12279BE1684D},2017-08-30 15:15,HCFCDGISADMIN,2017-08-30 19:25,Brian_Edmondson,7.38,,53.25,
295,C-0012,BRIDGE,C,SIMS BAYOU,C100-00-00,SIMS BAYOU,WHITE HEATHER,,030110,"Floodplain Reference Mark Number 030110 is a
Brass Disk stamped 030110 on bridge at
White Heather Drive and Sims Bayou located on downstrea, 
east concrete walk, at southeast corner of bridge
in the Sims Watershed near stream C100-00-00
ELEV. 53.028 Feet NAVD 1988, 2001 Adjusted.",53.03,-1.7,49.9,52,53,54.4,0,2017-08-27,2017-08-30 18:43,good,45.76,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,debris line in channel,High,windy conditions,"t. hayes, b. edmondson, s. begnino",t. hayes,HCFCD,2017-08-30 18:43,-95.43836659,29.61937416,Complete,,,,,{05C01440-3FEB-4F2C-891C-789286BD77E3},2017-08-30 15:15,HCFCDGISADMIN,2017-08-30 18:58,Brian_Edmondson,7.27,,53.03,
296,C-0013,BRIDGE,C,SIMS BAYOU,C100-00-00,SIMS BAYOU,HIRAM CLARKE,380,030115R,"Floodplain Reference Mark Number 030115R is a 
ALUM DISK Stamped 030115R on bridge at 
Hiram Clark Rd. and Sims Bayou on downstream, East side,
in KeyMap 571R in the Sims Watershed on stream C100-00-00
ELEV. 53.50 FEET NAVD, 2001 Adjusted.
For More Information visit web-site
www.eng.hctx.net/permits.htm",53.5,-1.9,50.6,52.8,53.8,55.3,0,2017-08-27,2017-08-30 17:56,good,46.8,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,debris in channel,High,"Verified Max: 46.8, Mark was measured 2 ft higher than US mark (Survey mark 46.62, using gage peak el.)","t. hayes, b. edmondson, s. begnino",t. hayes,HCFCD,2017-08-30 17:57,-95.44596132,29.61881534,Complete,,,,,{1367ED4E-DB34-43EA-B1DB-3C28674C458A},2017-08-30 15:15,HCFCDGISADMIN,2017-09-08 16:28,Ronald_Havran,6.7,,53.26,46.64
297,C-0014,BRIDGE,C,SIMS BAYOU,C100-00-00,SIMS BAYOU,S. POST OAK,,030120,"Floodplain Reference Mark Number 030120 is a
Brass Disk stamped C100 BM16 on bridge at
South Post Oak Road northbound and Sims Bayou
located on downstream, east concrete walk, at centerline of stream
in the Sims Watershed near stream C100-00-00
ELEV. 57.991 Feet NAVD 1988, 2001 Adjusted.",57.99,-1.9,52,54.3,55.3,57,0,2017-08-27,2017-08-30 17:19,good,49.77,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,debris line on channel,High,windy conditions. came back to verify since downtream elevation was 2 ft higher. found very consistent debris line for well over 100 yards downstream. high confidence in measurement. Benchmark elevation was altered during bridge replacement and the change was not documented. Need to GPS and verify new benchmark elevation and adjust HWM accordingly,"t. hayes, b. edmondson, s. begnino",t. hayes,HCFCD,2017-08-30 17:18,-95.4650537,29.6197726,Complete,,,,,{D66FE7A7-7A75-4667-B766-A362888B277F},2017-08-30 15:15,HCFCDGISADMIN,2017-09-12 13:35,William_Bierman,8.22,,57.99,
298,C-0015,BRIDGE,C,SIMS BAYOU,C106-00-00,BERRY BAYOU,C106 @ ALLENDALE,,030215,"Floodplain Reference Mark Number 030215 is a
Brass Disk stamped C106 BM03 on birdge at intersection of
Allendale Road and Berry Bayou located on downstream, north sidewalk,
of W-bound road, at stream centerline
in the Sims Watershed near stream C106-00-00
ELEV. 24.07 Feet NAVD 1988, 2001 Adjusted.",24.07,-0.4,16.5,20.3,22.1,25.3,0,2017-08-27,2017-09-01 21:13,Good,23.28,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Upstream,Debris line on apartment fence on northwest side of channel,High,Overflowed banks. Some nearby structure flooding,"T. Hayes, S. Benigno",S. Benigno ,HCFCD,2017-09-01 21:13,-95.24543178,29.68317721,Complete,,,,,{33640B19-61ED-4BA2-B294-304BD5083915},2017-08-30 15:15,HCFCDGISADMIN,2017-09-01 21:39,Stephen.Benigno_HCFCD,0.79,,24.07,
299,C-0016,BRIDGE,C,SIMS BAYOU,C106-00-00,BERRY BAYOU,C106 @ FOREST OAKS,320,030220,"Floodplain Reference Mark Number 030220 is a
Brass Disk stamped C106 BM04 on bridge at intersection of 
Forest Oaks Boulevard and C106-08-00 located on downstream, west 
sidewalk, of S-bound road, at stream centerline
in the Sims Watershed near stream C106-08-00
ELEV. 25.268 Feet NAVD 1988, 2001 Adjusted.",25.27,-0.4,17.6,21.6,23.4,26.2,0,2017-08-27,2017-09-01 20:38,Good,25.38,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Upstream,Debris line on fence at residential property address unknown,High,Verified Max: 24.64; appears to be some structure flooding ,"T. Hayes, S. Benigno ", T. Hayes,HCFCD,2017-09-01 20:38,-95.2435735,29.67662254,Complete,,,,,{0E1CEC48-2C39-4900-A17D-A76ECEDF5252},2017-08-30 15:15,HCFCDGISADMIN,2017-09-07 14:49,Ronald_Havran,0.11,,25.27,25.08
300,C-0017,BRIDGE,C,SIMS BAYOU,C106-00-00,BERRY BAYOU,C106 @ TEXAS,,030240,"Floodplain Reference Mark Number 030240 is a
Brass Disk stamped C106 BM08 on bridge at intersection of
Texas Street and Berry Bayou located on downstream, 
NE sidewalk of N-bound road, at stream centerline
in the Sims Watershed near stream C106-00-00
ELEV. 28.207 Feet NAVD 1988, 2001 Adjusted.",28.21,-0.4,24.4,27.4,28.9,31,0,2017-08-27,2017-09-01 19:57,Good,29.56,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Upstream,Debris line on fence north of channel,High,Very clear debris line. Channel overflowed banks,"T. Hayes, S. Benigno ",T. Hayes,HCFCD,2017-09-01 19:57,-95.23064536,29.66108309,Complete,,,,,{FCA590C2-5AB7-49DE-A634-FD158B650B4D},2017-08-30 15:15,HCFCDGISADMIN,2017-09-01 20:10,Stephen.Benigno_HCFCD,1.35,,28.21,
301,C-0018,BRIDGE,C,SIMS BAYOU,C106-00-00,BERRY BAYOU,C106 @ NEVADA,310,030248,"Floodplain Reference Mark Number 030248 is a HCFCD disk stamped C106 BM11 at Nevada Avenue and Berry Bayou located on the downstream side of the bridge at the stream centerline in Key Map 576 B in the Sims Bayou Watershed (C106-00-00). ELEV. 30.65 Feet NAVD 1988, 2001 Adjusted.",30.65,-0.7,27.4,29.8,30.9,31.9,0,2017-08-27,2017-09-01 19:23,Good,31.4,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Debris line along railroad tracks parallel to channel. Best available HWM,Low,Verified Max: 30.94; channel overflowed. USGS HWI pipe damaged at this site.,"T. Hayes, S. Benigno",T. Hayes,HCFCD,2017-09-01 19:23,-95.22889295,29.65615059,Complete,,,,,{9E80B3E1-B9C1-4F60-96F3-CA6E5B122ED5},2017-08-30 15:15,HCFCDGISADMIN,2017-09-07 15:16,Ronald_Havran,0.75,,30.65,
302,C-0019,BRIDGE,C,SIMS BAYOU,C106-00-00,BERRY BAYOU,C106 @ EDGEBROOK,,030250,"Floodplain Reference Mark Number 030250 is a
Brass Disk stamped C106 BM10 on bridge at intersection of 
Edgebrook Drive and Berry Bayou located on downstream, 
north sidewalk of W-bound road, at stream centerline
in the Sims Watershed near stream C106-00-00
ELEV. 30.749 Feet NAVD 1988, 2001 Adjusted.",30.75,-0.3,30.1,32.2,33,33.9,0,2017-08-27,2017-09-01 18:47,Good,33.63,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Consistent seed line in between residential fence slats 2353 Avenell,Medium,Significant structure flooding nearby,"T. Hayes, S. Benigno ",T. Hayes,HCFCD,2017-09-01 18:48,-95.22364002,29.64605823,Complete,,,,,{E2EFF60D-D043-47A4-B08A-66F198F70DC2},2017-08-30 15:15,HCFCDGISADMIN,2017-09-01 19:16,Stephen.Benigno_HCFCD,2.88,,30.75,
303,C-0020,BRIDGE,C,SIMS BAYOU,C106-00-00,BERRY BAYOU,C106 @ GILPIN,,030255,"Floodplain Reference Mark Number 030255 is a
Brass Disk stamped GAGING STATION on bridge at
Gilpin Street and Berry Bayou located on downstream 
concrete walk, at northwest corner of W-bound bridge
in the Sims Watershed near stream C106-00-00
ELEV. 31.739 Feet NAVD 1988, 2001 Adjusted.",31.74,-0.3,30.6,32.5,33.1,34,0,2017-08-27,2017-09-01 18:40,Good,33.68,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Debris line on fence - north west residential property 2515 Avenell,High,Overflowed banks w/structure flooding,"T. Hayes, S. Benigno",T. Hayes,HCFCD,2017-09-01 18:41,-95.22355599,29.64298805,Complete,,,,,{C4FFBDDD-1F2D-4C24-A25B-93686A75E916},2017-08-30 15:15,HCFCDGISADMIN,2017-09-01 18:43,Stephen.Benigno_HCFCD,1.94,,31.74,
304,C-0021,BRIDGE,C,SIMS BAYOU,C106-01-00,BERRY GULLY,C106-01@WINKLER,,030270,"Floodplain Reference Mark Number 030270 is a
Brass Disk stamped C106.01 BM02 on bridge at
Winkler and Berry Creek located on downstream, 
north sidewalk of westbound bridge, at stream centerline
in the Sims Watershed near stream C106-01-00
ELEV. 32.341 Feet NAVD 1988, 2001 Adjusted.",32.34,-0.6,26.7,28.7,29.6,31.4,0,2017-08-27,2017-09-01 15:57,Good,34.25,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Debris line on grass in front of Cielo Vista subdivision directly east of channel,High,C106-01-00 overflowed banks,"T. Hayes, S. Benigno",T. Hayes ,HCFCD,2017-09-01 15:57,-95.2591843,29.67021641,Complete,,,,,{B0E187EE-0FE7-4EDA-9948-E4A0740DC4DC},2017-08-30 15:15,HCFCDGISADMIN,2017-09-01 16:29,Stephen.Benigno_HCFCD,1.91,,32.34,
305,C-0022,BRIDGE,C,SIMS BAYOU,C106-01-00,BERRY GULLY,C106-01@ MORLEY,,030280,"Floodplain Reference Mark Number 030280 is a
Brass Disk stamped C106.01 BM04 at headwall at intersection of
Monroe Road northbound and Berry Creek located on headwall,
on upstream, west side of N-bound road, at stream centerline
in the Sims Watershed near stream C106-01-00
ELEV. 30.524 Feet NAVD 1988, 2001 Adjusted.",30.52,-0.6,31.4,33.2,34,35.3,0,2017-08-27,2017-09-01 15:39,Good,34.93,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Debris line on fence,High,C106-01-00 overflowed banks. ,"T. Hayes, S. Benigno",T. Hayes,HCFCD,2017-09-01 15:40,-95.26305787,29.66102213,Complete,,,,,{B9F138AA-B4F5-486A-9221-1E593A9F8432},2017-08-30 15:15,HCFCDGISADMIN,2017-09-01 15:52,Stephen.Benigno_HCFCD,4.41,,30.52,
306,C-0023,BRIDGE,C,SIMS BAYOU,C106-01-00,BERRY GULLY,C106-01@ AIRPORT,,030285,"Floodplain Reference Mark Number 030285 is a
Brass Disk stamped C106.01 BM05 on bridge at
Airport Boulevard and Berry Creek located on upstream,
south sidewalk, of eastbound bridge, at stream centerline
in the Sims Watershed near stream C106-01-00
ELEV. 34.623 Feet NAVD 1988, 2001 Adjusted.",34.62,-0.6,33.4,34.1,34.6,35.8,0,2017-08-27,2017-09-01 15:06,Good,35.68,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,Debris line on side door maintenance entrance to the Holiday Inn,High,"C106-01-00 overflowed its banks, some structure flooding","T. Hayes, S. Benigno ",T. Hayes ,HCFCD,2017-09-01 15:06,-95.26285285,29.6546825,Complete,,,,,{8DD30A74-D892-4284-970F-B218193D08EE},2017-08-30 15:15,HCFCDGISADMIN,2017-09-01 15:34,Stephen.Benigno_HCFCD,1.06,,34.62,
307,C-0024,BRIDGE,C,SIMS BAYOU,C106-01-00,BERRY GULLY,C106-01@ PANAIR,,030290,"Floodplain Reference Mark Number 030290 is a
Brass Disk stamped C106.01 BM06 on bridge at
PanAir Street and Berry Creek located on curb on upstream, 
south side of E-bound bridge, at stream centerline
in the Sims Watershed near stream C106-01-00
ELEV. 34.024 Feet NAVD 1988, 2001 Adjusted.",34.02,-0.6,33.7,34.4,34.9,36,0,2017-08-27,2017-09-01 15:10,Good ,35.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Upstream,Debris line on fence. Not as defined as preferred but still best option,Medium,C106-01-00 overflowed banks in this location. Appears to be some structure flooding,"T. Hayes, S. Benigno",T. Hayes,HCFCD,2017-09-01 15:10,-95.26274391,29.65200066,Complete,,,,,{A6D85B12-4E89-429E-AC48-1B0208211707},2017-08-30 15:15,HCFCDGISADMIN,2017-09-01 15:39,Stephen.Benigno_HCFCD,1.68,,34.03,
308,D-0001,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,75 TH,,040020,"Floodplain Reference Mark Number 040020 is a
Brass Disk stamped BM6 Weisser on bridge at
South 75th Street N-bound and Brays Bayou located on downstream,
east sidewalk of N-bound bridge, at stream centerline
in the Brays Watershed near stream D100-00-00
ELEV. 20.35 Feet NAVD 1988, 2001 Adjusted.",20.35,-0.5,14.4,17.1,18.3,21.5,0,2017-08-27,2017-09-02 19:43,Good,16.08,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,High water mark was clearly visible on the grass on the south area of Bayou. A wood stake was placed on the high water mark.,High,"No debris under existing bridge beams, it is apparent water did not overflow bridge.","DWL, vhrendon & Mde Pau ",DWL ,HCFCD,2017-09-02 19:43,-95.29491279,29.72790324,Complete,,,,,{1A9A9F73-7245-425C-A7C9-34A036BA1395},2017-08-30 15:15,HCFCDGISADMIN,2017-09-02 20:07,vhrendon_LAN,4.27,,20.35,
309,D-0002,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,LAWNDALE,410,040030,"Floodplain Reference Mark Number 040030 is a
Brass Disk stamped D100 BM03 on bridge at
Eastbound Lawndale Street and Brays Bayou
located on upstream, south sidewalk of bridge, at stream center
in the Brays Watershed near stream D100-00-00
ELEV. 21.974 Feet NAVD 1988, 2001 Adjusted.",21.97,-0.6,18.1,20.7,21.9,24.7,0,2017-08-27,2017-09-02 19:37,Good,20.7,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,High water marks were visible on the north side berm.  Approximate 40-feet to the north of bank edge.,Medium,Verify elevation: 20.70 (HWM crew: 22.96) use gage elevation: 20.70,"DWL, vhrendon & Mde Pau",DWL,HCFCD,2017-09-02 19:41,-95.30500169,29.7223665,Complete,,,,,{1786973F-47A1-4C1A-920D-DCD5EBB96E43},2017-08-30 15:15,HCFCDGISADMIN,2017-09-07 14:10,Ronald_Havran,1.27,,21.97,20.84
310,D-0003,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,IH 45 (IN BOUND),,040035,"Floodplain Reference Mark Number 040035 is a
Brass Disk stamped D100 BM04 on bridge at
IH 45 northbound feederand Brays Bayou
located on downstream, north sidewalk of bridge, at stream center
in the Brays Watershed near stream D100-00-00
ELEV. 31.492 Feet NAVD 1988, 2001 Adjusted.",31.49,-0.6,21.7,24.4,25.6,28.3,0,2017-08-27,2017-09-02 18:56,Good,25.47,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,High water mark is visible on the south side of the bank at the existing concrete trail ramp.,High,"High water mark was visible on the south side concrete berm at a trail ramp.  No visible debris under the bridge beam, the only debris were present at the existing g pipe crossing which is below the bridge beams.","DWL, Vhrendon & Mde Pau",DWL ,HCFCD,2017-09-02 19:09,-95.3107609,29.71212374,Complete,,,,,{B85020A5-7A9B-4C53-A8E5-AFFB41466F2A},2017-08-30 15:15,HCFCDGISADMIN,2017-09-02 19:10,vhrendon_LAN,6.02,,31.49,
311,D-0004,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,TELEPHONE RD,,040040,"Floodplain Reference Mark Number 040040 is a
Brass Disk stamped BM5 Weisser on bridge at
Telephone Road and Brays Bayou
located on downstream, northeast sidewalk of bridge, at stream center
in the Brays Watershed near stream D100-00-00
ELEV. 25.645 Feet NAVD 1988, 2001 Adjusted.",25.65,-0.6,23.4,26,27.3,30.2,0,2017-08-27,2017-09-02 18:32,Good,24.99,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,High water mark is on grass.  A wood steak on grass was placed on the berm.  ,High,A visible high water mark was located on he berm grass.  Another wood stake has been previously placed close to what we identified as the high water mark.,"DWL, vhrendon & Mda Pau",DWL,HCFCD,2017-09-02 18:37,-95.31339605,29.7088545,Complete,,,,,{1EFEAEA8-55CF-4848-B0A6-B84D01414269},2017-08-30 15:15,HCFCDGISADMIN,2017-09-02 18:37,vhrendon_LAN,0.66,,25.65,
312,D-0005,BRIDGE,D,BRAYS BAYOU,D100-00-00,BRAYS BAYOU,WAYSIDE,,040045,"Floodplain Reference Mark Number 040045 is a
Brass Disk stamped D100 045D at
South Wayside Drive (N-bound) and Brays Bayou
located on downstream, east sidewalk of bridge, at stream center
in the Brays Watershed near stream D100-00-00
ELEV. 32.165 Feet NAVD 1988, 2001 Adjusted.",32.17,-0.6,24.9,27.8,29.2,32,0,2017-08-27,2017-09-02 18:07,Good,26.86,All Elevations Are Based Off NAVD 1988; 2001 Adj.,Downstream,High water mark is clearly visible on the West Bank.  A wood stake was placed on the grass.,High,Another stake with no description is currently being placed at the same identified water mark.  The high water mark is clearly visible.  The existing bridge was not over top since there are no debris or evidence on bridge beam or abutments.,"DWL, vhrendon & Mde Pau",DWL,HCFCD,2017-09-02 18:11,-95.31675215,29.70956569,Complete,,,,,{C14C5AC3-5E64-4FD5-867E-1514262C1D16},2017-08-30 15:15,HCFCDGISADMIN,2017-09-02 18:12,vhrendon_LAN,5.31,,32.17,
